"Data";"Hora (UTC)";"Temp. [Hora] (C)";"Umi. (%)";"Pressao (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Nebulosidade (Decimos)";"Insolacao (h)";"Temp. Max. [Diaria] (h)";"Temp. Min. [Diaria] (h)";"Chuva [Diaria] (mm)"
"03/10/2025";"0000";"18,6";"85,0";"937,0";"3,6";"100,0";"10,0";"";"28,7";"";""
"03/10/2025";"0300";"";"";"";"";"";"";"";"";"";""
"03/10/2025";"0600";"17,7";"86,0";"934,1";"3,6";"70,0";"8,8";"";"";"";""
"03/10/2025";"0900";"";"";"";"";"";"";"";"";"";""
"03/10/2025";"1200";"19,5";"82,0";"935,2";"6,7";"70,0";"6,3";"";"";"16,2";"0,0"
"03/10/2025";"1500";"";"";"";"";"";"";"";"";"";""
"03/10/2025";"1800";"28,7";"47,0";"931,2";"2,6";"130,0";"7,5";"";"";"";""
"03/10/2025";"2100";"";"";"";"";"";"";"";"";"";""
"04/10/2025";"0000";"19,3";"81,0";"934,3";"2,6";"120,0";"10,0";"";"23,7";"";""
"04/10/2025";"0300";"";"";"";"";"";"";"";"";"";""
"04/10/2025";"0600";"18,2";"86,0";"933,1";"2,1";"170,0";"10,0";"";"";"";""
"04/10/2025";"0900";"";"";"";"";"";"";"";"";"";""
"04/10/2025";"1200";"19,9";"77,0";"936,4";"1,5";"180,0";"10,0";"";"";"18,0";"0,0"
"04/10/2025";"1500";"";"";"";"";"";"";"";"";"";""
"04/10/2025";"1800";"23,5";"60,0";"932,9";"3,1";"60,0";"8,8";"";"";"";""
"04/10/2025";"2100";"";"";"";"";"";"";"";"";"";""
"05/10/2025";"0000";"20,5";"73,0";"933,5";"1,5";"120,0";"5,0";"";"33,0";"";""
"05/10/2025";"0300";"";"";"";"";"";"";"";"";"";""
"05/10/2025";"0600";"16,5";"84,0";"931,8";"0,5";"50,0";"0,0";"";"";"";""
"05/10/2025";"0900";"";"";"";"";"";"";"";"";"";""
"05/10/2025";"1200";"23,7";"57,0";"933,2";"3,6";"80,0";"0,0";"";"";"15,5";"0,0"
"05/10/2025";"1500";"";"";"";"";"";"";"";"";"";""
"05/10/2025";"1800";"31,8";"31,0";"929,2";"2,6";"270,0";"1,3";"";"";"";""
"05/10/2025";"2100";"";"";"";"";"";"";"";"";"";""
"06/10/2025";"0000";"22,6";"61,0";"930,7";"0,5";"100,0";"1,3";"";"35,0";"";""
"06/10/2025";"0300";"";"";"";"";"";"";"";"";"";""
"06/10/2025";"0600";"18,8";"77,0";"928,7";"2,1";"80,0";"0,0";"";"";"";""
"06/10/2025";"0900";"";"";"";"";"";"";"";"";"";""
"06/10/2025";"1200";"27,2";"48,0";"929,6";"4,1";"60,0";"8,8";"";"";"17,7";"0,0"
"06/10/2025";"1500";"";"";"";"";"";"";"";"";"";""
"06/10/2025";"1800";"34,3";"21,0";"926,0";"5,1";"280,0";"8,8";"";"";"";""
"06/10/2025";"2100";"";"";"";"";"";"";"";"";"";""
"07/10/2025";"0000";"26,3";"50,0";"927,8";"1,0";"70,0";"8,8";"";"22,8";"";""
"07/10/2025";"0300";"";"";"";"";"";"";"";"";"";""
"07/10/2025";"0600";"20,0";"83,0";"928,7";"2,6";"160,0";"6,3";"";"";"";""
"07/10/2025";"0900";"";"";"";"";"";"";"";"";"";""
"07/10/2025";"1200";"20,8";"78,0";"932,5";"4,6";"170,0";"10,0";"";"";"19,5";"0,0"
"07/10/2025";"1500";"";"";"";"";"";"";"";"";"";""
"07/10/2025";"1800";"19,3";"79,0";"932,2";"4,1";"160,0";"10,0";"";"";"";""
"07/10/2025";"2100";"";"";"";"";"";"";"";"";"";""
"08/10/2025";"0000";"15,9";"86,0";"934,8";"4,1";"150,0";"10,0";"";"19,0";"";""
"08/10/2025";"0300";"";"";"";"";"";"";"";"";"";""
"08/10/2025";"0600";"15,9";"86,0";"933,2";"3,1";"120,0";"10,0";"";"";"";""
"08/10/2025";"0900";"";"";"";"";"";"";"";"";"";""
"08/10/2025";"1200";"16,3";"83,0";"936,1";"2,6";"150,0";"10,0";"";"";"15,5";"0,4"
"08/10/2025";"1500";"";"";"";"";"";"";"";"";"";""
"08/10/2025";"1800";"17,5";"73,0";"934,5";"5,1";"120,0";"6,3";"";"";"";""
"08/10/2025";"2100";"";"";"";"";"";"";"";"";"";""
"09/10/2025";"0000";"14,4";"91,0";"937,3";"3,6";"120,0";"10,0";"";"20,1";"";""
"09/10/2025";"0300";"";"";"";"";"";"";"";"";"";""
"09/10/2025";"0600";"14,7";"89,0";"935,5";"3,6";"100,0";"6,3";"";"";"";""
"09/10/2025";"0900";"";"";"";"";"";"";"";"";"";""
"09/10/2025";"1200";"16,2";"83,0";"936,4";"6,7";"80,0";"10,0";"";"";"14,4";"5,0"
"09/10/2025";"1500";"";"";"";"";"";"";"";"";"";""
"09/10/2025";"1800";"18,8";"76,0";"934,3";"4,1";"120,0";"10,0";"";"";"";""
"09/10/2025";"2100";"";"";"";"";"";"";"";"";"";""
"10/10/2025";"0000";"15,9";"88,0";"936,0";"3,1";"110,0";"10,0";"";"18,9";"";""
"10/10/2025";"0300";"";"";"";"";"";"";"";"";"";""
"10/10/2025";"0600";"14,9";"94,0";"933,3";"3,6";"60,0";"10,0";"";"";"";""
"10/10/2025";"0900";"";"";"";"";"";"";"";"";"";""
"10/10/2025";"1200";"17,5";"86,0";"934,2";"3,1";"60,0";"10,0";"";"";"14,8";"4,0"
"10/10/2025";"1500";"";"";"";"";"";"";"";"";"";""
"10/10/2025";"1800";"17,7";"89,0";"933,3";"1,5";"170,0";"10,0";"";"";"";""
"10/10/2025";"2100";"";"";"";"";"";"";"";"";"";""
"11/10/2025";"0000";"16,4";"92,0";"933,9";"5,1";"60,0";"6,3";"";"26,3";"";""
"11/10/2025";"0300";"";"";"";"";"";"";"";"";"";""
"11/10/2025";"0600";"15,8";"93,0";"931,0";"1,5";"100,0";"10,0";"";"";"";""
"11/10/2025";"0900";"";"";"";"";"";"";"";"";"";""
"11/10/2025";"1200";"17,5";"85,0";"933,1";"3,1";"60,0";"10,0";"";"";"15,7";"51,0"
"11/10/2025";"1500";"";"";"";"";"";"";"";"";"";""
"11/10/2025";"1800";"25,9";"54,0";"929,4";"1,5";"130,0";"7,5";"";"";"";""
"11/10/2025";"2100";"";"";"";"";"";"";"";"";"";""
"12/10/2025";"0000";"18,8";"88,0";"931,0";"1,5";"90,0";"8,8";"";"31,2";"";""
"12/10/2025";"0300";"";"";"";"";"";"";"";"";"";""
"12/10/2025";"0600";"16,3";"92,0";"930,1";"2,1";"70,0";"7,5";"";"";"";""
"12/10/2025";"0900";"";"";"";"";"";"";"";"";"";""
"12/10/2025";"1200";"20,0";"87,0";"930,4";"3,6";"90,0";"8,8";"";"";"15,9";"0,0"
"12/10/2025";"1500";"";"";"";"";"";"";"";"";"";""
"12/10/2025";"1800";"31,2";"37,0";"925,0";"4,1";"280,0";"8,8";"";"";"";""
"12/10/2025";"2100";"";"";"";"";"";"";"";"";"";""
"13/10/2025";"0000";"24,2";"59,0";"927,2";"2,1";"340,0";"8,8";"";"27,1";"";""
"13/10/2025";"0300";"";"";"";"";"";"";"";"";"";""
"13/10/2025";"0600";"19,7";"80,0";"925,6";"4,1";"360,0";"8,8";"";"";"";""
"13/10/2025";"0900";"";"";"";"";"";"";"";"";"";""
"13/10/2025";"1200";"25,4";"58,0";"926,7";"1,5";"350,0";"8,8";"";"";"18,4";"0,2"
"13/10/2025";"1500";"";"";"";"";"";"";"";"";"";""
"13/10/2025";"1800";"23,3";"70,0";"926,2";"6,7";"300,0";"10,0";"";"";"";""
"13/10/2025";"2100";"";"";"";"";"";"";"";"";"";""
"14/10/2025";"0000";"21,0";"75,0";"927,6";"2,1";"20,0";"8,8";"";"25,6";"";""
"14/10/2025";"0300";"";"";"";"";"";"";"";"";"";""
"14/10/2025";"0600";"20,2";"84,0";"928,3";"3,6";"270,0";"8,8";"";"";"";""
"14/10/2025";"0900";"";"";"";"";"";"";"";"";"";""
"14/10/2025";"1200";"21,7";"70,0";"931,7";"2,6";"190,0";"6,3";"";"";"19,3";"0,0"
"14/10/2025";"1500";"";"";"";"";"";"";"";"";"";""
"14/10/2025";"1800";"24,1";"51,0";"931,1";"4,1";"150,0";"3,8";"";"";"";""
"14/10/2025";"2100";"";"";"";"";"";"";"";"";"";""
"15/10/2025";"0000";"18,4";"78,0";"934,4";"3,6";"130,0";"10,0";"";"23,7";"";""
"15/10/2025";"0300";"";"";"";"";"";"";"";"";"";""
"15/10/2025";"0600";"16,9";"85,0";"933,6";"3,1";"120,0";"8,8";"";"";"";""
"15/10/2025";"0900";"";"";"";"";"";"";"";"";"";""
"15/10/2025";"1200";"19,7";"67,0";"935,6";"4,1";"130,0";"6,3";"";"";"16,9";"0,0"
"15/10/2025";"1500";"";"";"";"";"";"";"";"";"";""
"15/10/2025";"1800";"23,7";"64,0";"932,1";"4,1";"130,0";"6,3";"";"";"";""
"15/10/2025";"2100";"";"";"";"";"";"";"";"";"";""
"16/10/2025";"0000";"17,7";"86,0";"933,7";"2,1";"130,0";"6,3";"";"32,3";"";""
"16/10/2025";"0300";"";"";"";"";"";"";"";"";"";""
"16/10/2025";"0600";"17,2";"89,0";"932,2";"4,1";"60,0";"10,0";"";"";"";""
"16/10/2025";"0900";"";"";"";"";"";"";"";"";"";""
"16/10/2025";"1200";"18,4";"84,0";"933,2";"3,6";"60,0";"10,0";"";"";"16,8";"0,0"
"16/10/2025";"1500";"";"";"";"";"";"";"";"";"";""
"16/10/2025";"1800";"32,3";"32,0";"928,3";"2,1";"260,0";"3,8";"";"";"";""
"16/10/2025";"2100";"";"";"";"";"";"";"";"";"";""
"17/10/2025";"0000";"18,1";"88,0";"931,5";"1,0";"200,0";"2,5";"";"34,5";"";""
"17/10/2025";"0300";"";"";"";"";"";"";"";"";"";""
"17/10/2025";"0600";"16,3";"91,0";"929,6";"0,5";"90,0";"0,0";"";"";"";""
"17/10/2025";"0900";"";"";"";"";"";"";"";"";"";""
"17/10/2025";"1200";"22,6";"72,0";"929,4";"7,2";"70,0";"5,0";"";"";"15,6";"0,0"
"17/10/2025";"1500";"";"";"";"";"";"";"";"";"";""
"17/10/2025";"1800";"33,9";"29,0";"925,6";"2,1";"230,0";"3,8";"";"";"";""
"17/10/2025";"2100";"";"";"";"";"";"";"";"";"";""
"18/10/2025";"0000";"22,4";"83,0";"928,2";"2,6";"80,0";"6,3";"";"23,4";"";""
"18/10/2025";"0300";"";"";"";"";"";"";"";"";"";""
"18/10/2025";"0600";"19,6";"95,0";"928,9";"2,6";"230,0";"10,0";"";"";"";""
"18/10/2025";"0900";"";"";"";"";"";"";"";"";"";""
"18/10/2025";"1200";"22,2";"79,0";"926,5";"1,5";"30,0";"8,8";"";"";"18,2";"42,0"
"18/10/2025";"1500";"";"";"";"";"";"";"";"";"";""
"18/10/2025";"1800";"23,1";"77,0";"926,2";"5,1";"280,0";"8,8";"";"";"";""
"18/10/2025";"2100";"";"";"";"";"";"";"";"";"";""
"19/10/2025";"0000";"18,9";"93,0";"929,0";"1,0";"180,0";"8,8";"";"";"";""
"19/10/2025";"0300";"";"";"";"";"";"";"";"";"";""
"19/10/2025";"0600";"12,8";"81,0";"932,2";"4,6";"170,0";"7,5";"";"";"";""
"19/10/2025";"0900";"";"";"";"";"";"";"";"";"";""
"19/10/2025";"1200";"14,4";"81,0";"935,4";"2,6";"160,0";"10,0";"";"";"";"11,0"
"19/10/2025";"1500";"";"";"";"";"";"";"";"";"";""
"19/10/2025";"1800";"14,9";"80,0";"934,4";"4,6";"150,0";"6,3";"";"";"";""
"19/10/2025";"2100";"";"";"";"";"";"";"";"";"";""
"20/10/2025";"0000";"11,0";"91,0";"936,9";"0,0";"0,0";"6,3";"";"18,4";"";""
"20/10/2025";"0300";"";"";"";"";"";"";"";"";"";""
"20/10/2025";"0600";"11,6";"89,0";"936,2";"3,1";"120,0";"8,8";"";"";"";""
"20/10/2025";"0900";"";"";"";"";"";"";"";"";"";""
"20/10/2025";"1200";"15,0";"65,0";"939,2";"5,1";"130,0";"8,8";"";"";"";"2,0"
"20/10/2025";"1500";"";"";"";"";"";"";"";"";"";""
"20/10/2025";"1800";"17,9";"50,0";"937,6";"5,7";"140,0";"6,3";"";"";"";""
"20/10/2025";"2100";"";"";"";"";"";"";"";"";"";""
"21/10/2025";"0000";"13,0";"77,0";"940,0";"5,7";"110,0";"3,8";"";"20,6";"";""
"21/10/2025";"0300";"";"";"";"";"";"";"";"";"";""
"21/10/2025";"0600";"10,7";"80,0";"938,6";"2,1";"110,0";"5,0";"";"";"";""
"21/10/2025";"0900";"";"";"";"";"";"";"";"";"";""
"21/10/2025";"1200";"15,9";"56,0";"941,4";"5,7";"80,0";"2,5";"";"";"";"0,0"
"21/10/2025";"1500";"";"";"";"";"";"";"";"";"";""
"21/10/2025";"1800";"19,5";"53,0";"937,9";"5,7";"140,0";"5,0";"";"";"";""
"21/10/2025";"2100";"";"";"";"";"";"";"";"";"";""
"22/10/2025";"0000";"13,5";"78,0";"939,8";"3,1";"120,0";"3,8";"";"22,1";"";""
"22/10/2025";"0300";"";"";"";"";"";"";"";"";"";""
"22/10/2025";"0600";"11,3";"86,0";"938,5";"2,6";"80,0";"0,0";"";"";"";""
"22/10/2025";"0900";"";"";"";"";"";"";"";"";"";""
"22/10/2025";"1200";"16,9";"54,0";"941,3";"6,2";"60,0";"1,3";"";"";"";"0,0"
"22/10/2025";"1500";"";"";"";"";"";"";"";"";"";""
"22/10/2025";"1800";"21,9";"46,0";"937,7";"5,1";"100,0";"2,5";"";"";"";""
"22/10/2025";"2100";"";"";"";"";"";"";"";"";"";""
"23/10/2025";"0000";"14,4";"79,0";"939,8";"2,6";"130,0";"0,0";"";"25,0";"";""
"23/10/2025";"0300";"";"";"";"";"";"";"";"";"";""
"23/10/2025";"0600";"12,2";"87,0";"938,7";"4,1";"70,0";"6,3";"";"";"";""
"23/10/2025";"0900";"";"";"";"";"";"";"";"";"";""
"23/10/2025";"1200";"18,3";"61,0";"939,8";"5,1";"50,0";"2,5";"";"";"";"0,0"
"23/10/2025";"1500";"";"";"";"";"";"";"";"";"";""
"23/10/2025";"1800";"25,0";"26,0";"935,3";"4,6";"110,0";"0,0";"";"";"";""
"23/10/2025";"2100";"";"";"";"";"";"";"";"";"";""
"24/10/2025";"0000";"15,8";"77,0";"937,9";"3,6";"70,0";"0,0";"";"26,0";"";""
"24/10/2025";"0300";"";"";"";"";"";"";"";"";"";""
"24/10/2025";"0600";"13,4";"89,0";"936,5";"3,1";"60,0";"10,0";"";"";"";""
"24/10/2025";"0900";"";"";"";"";"";"";"";"";"";""
"24/10/2025";"1200";"17,4";"69,0";"938,6";"6,7";"60,0";"2,5";"";"";"";"0,0"
"24/10/2025";"1500";"";"";"";"";"";"";"";"";"";""
"24/10/2025";"1800";"25,6";"34,0";"933,0";"2,6";"70,0";"1,3";"";"";"";""
"24/10/2025";"2100";"";"";"";"";"";"";"";"";"";""
"25/10/2025";"0000";"18,2";"68,0";"934,6";"2,6";"120,0";"0,0";"";"30,8";"";""
"25/10/2025";"0300";"";"";"";"";"";"";"";"";"";""
"25/10/2025";"0600";"14,1";"89,0";"931,7";"5,1";"70,0";"0,0";"";"";"";""
"25/10/2025";"0900";"";"";"";"";"";"";"";"";"";""
"25/10/2025";"1200";"21,0";"60,0";"934,0";"6,7";"80,0";"0,0";"";"";"";"0,0"
"25/10/2025";"1500";"";"";"";"";"";"";"";"";"";""
"25/10/2025";"1800";"30,4";"30,0";"929,9";"2,1";"310,0";"5,0";"";"";"";""
"25/10/2025";"2100";"";"";"";"";"";"";"";"";"";""
"26/10/2025";"0000";"19,8";"67,0";"931,2";"0,5";"130,0";"0,0";"";"32,0";"";""
"26/10/2025";"0300";"";"";"";"";"";"";"";"";"";""
"26/10/2025";"0600";"17,4";"78,0";"928,9";"3,6";"80,0";"0,0";"";"";"";""
"26/10/2025";"0900";"";"";"";"";"";"";"";"";"";""
"26/10/2025";"1200";"23,9";"54,0";"930,9";"4,1";"60,0";"7,5";"";"";"15,9";"0,0"
"26/10/2025";"1500";"";"";"";"";"";"";"";"";"";""
"26/10/2025";"1800";"30,9";"25,0";"927,0";"2,6";"10,0";"0,0";"";"";"";""
"26/10/2025";"2100";"";"";"";"";"";"";"";"";"";""
"27/10/2025";"0000";"21,7";"71,0";"930,1";"2,1";"190,0";"8,8";"";"21,9";"";""
"27/10/2025";"0300";"";"";"";"";"";"";"";"";"";""
"27/10/2025";"0600";"18,2";"85,0";"929,5";"0,5";"110,0";"8,8";"";"";"";""
"27/10/2025";"0900";"";"";"";"";"";"";"";"";"";""
"27/10/2025";"1200";"20,9";"70,0";"932,0";"1,0";"200,0";"10,0";"";"";"17,0";"0,0"
"27/10/2025";"1500";"";"";"";"";"";"";"";"";"";""
"27/10/2025";"1800";"20,7";"82,0";"931,4";"1,5";"110,0";"10,0";"";"";"";""
"27/10/2025";"2100";"";"";"";"";"";"";"";"";"";""
"28/10/2025";"0000";"18,9";"90,0";"933,3";"2,6";"120,0";"10,0";"";"20,9";"";""
"28/10/2025";"0300";"";"";"";"";"";"";"";"";"";""
"28/10/2025";"0600";"18,3";"93,0";"931,4";"1,5";"130,0";"10,0";"";"";"";""
"28/10/2025";"0900";"";"";"";"";"";"";"";"";"";""
"28/10/2025";"1200";"19,2";"92,0";"934,4";"2,6";"70,0";"10,0";"";"";"17,9";"4,0"
"28/10/2025";"1500";"";"";"";"";"";"";"";"";"";""
"28/10/2025";"1800";"20,7";"85,0";"931,8";"2,6";"90,0";"10,0";"";"";"";""
"28/10/2025";"2100";"";"";"";"";"";"";"";"";"";""
"29/10/2025";"0000";"18,8";"94,0";"932,4";"0,0";"0,0";"10,0";"";"27,8";"";""
"29/10/2025";"0300";"";"";"";"";"";"";"";"";"";""
"29/10/2025";"0600";"18,7";"97,0";"929,4";"2,1";"60,0";"10,0";"";"";"";""
"29/10/2025";"0900";"";"";"";"";"";"";"";"";"";""
"29/10/2025";"1200";"21,6";"80,0";"931,3";"5,7";"10,0";"8,8";"";"";"18,5";"21,0"
"29/10/2025";"1500";"";"";"";"";"";"";"";"";"";""
"29/10/2025";"1800";"25,5";"65,0";"928,8";"3,1";"300,0";"8,8";"";"";"";""
"29/10/2025";"2100";"";"";"";"";"";"";"";"";"";""
"30/10/2025";"0000";"18,1";"93,0";"932,8";"2,1";"170,0";"10,0";"";"19,2";"";""
"30/10/2025";"0300";"";"";"";"";"";"";"";"";"";""
"30/10/2025";"0600";"16,0";"91,0";"931,4";"1,5";"200,0";"10,0";"";"";"";""
"30/10/2025";"0900";"";"";"";"";"";"";"";"";"";""
"30/10/2025";"1200";"16,4";"92,0";"933,8";"2,1";"120,0";"10,0";"";"";"16,0";"7,0"
"30/10/2025";"1500";"";"";"";"";"";"";"";"";"";""
"30/10/2025";"1800";"17,3";"84,0";"932,3";"2,1";"160,0";"10,0";"";"";"";""
"30/10/2025";"2100";"";"";"";"";"";"";"";"";"";""
"31/10/2025";"0000";"15,5";"89,0";"934,2";"2,6";"120,0";"10,0";"";"21,8";"";""
"31/10/2025";"0300";"";"";"";"";"";"";"";"";"";""
"31/10/2025";"0600";"15,6";"90,0";"931,0";"1,5";"100,0";"10,0";"";"";"";""
"31/10/2025";"0900";"";"";"";"";"";"";"";"";"";""
"31/10/2025";"1200";"15,9";"95,0";"932,5";"5,1";"60,0";"8,8";"";"";"15,0";"14,0"
"31/10/2025";"1500";"";"";"";"";"";"";"";"";"";""
"31/10/2025";"1800";"19,7";"89,0";"930,6";"1,0";"140,0";"10,0";"";"";"";""
"31/10/2025";"2100";"";"";"";"";"";"";"";"";"";""
"01/11/2025";"0000";"18,0";"90,0";"931,7";"1,0";"80,0";"10,0";"";"30,3";"";""
"01/11/2025";"0300";"";"";"";"";"";"";"";"";"";""
"01/11/2025";"0600";"17,1";"95,0";"930,1";"4,1";"80,0";"10,0";"";"";"";""
"01/11/2025";"0900";"";"";"";"";"";"";"";"";"";""
"01/11/2025";"1200";"19,3";"86,0";"932,4";"3,1";"60,0";"8,8";"";"";"17,1";"4,0"
"01/11/2025";"1500";"";"";"";"";"";"";"";"";"";""
"01/11/2025";"1800";"29,4";"46,0";"928,3";"4,6";"250,0";"6,3";"";"";"";""
"01/11/2025";"2100";"";"";"";"";"";"";"";"";"";""
"02/11/2025";"0000";"20,0";"85,0";"930,9";"3,6";"60,0";"3,8";"";"21,8";"";""
"02/11/2025";"0300";"";"";"";"";"";"";"";"";"";""
"02/11/2025";"0600";"18,5";"91,0";"928,9";"1,0";"220,0";"10,0";"";"";"";""
"02/11/2025";"0900";"";"";"";"";"";"";"";"";"";""
"02/11/2025";"1200";"19,3";"95,0";"930,8";"3,1";"80,0";"7,5";"";"";"18,2";"17,0"
"02/11/2025";"1500";"";"";"";"";"";"";"";"";"";""
"02/11/2025";"1800";"21,6";"86,0";"926,8";"3,6";"350,0";"10,0";"";"";"";""
"02/11/2025";"2100";"";"";"";"";"";"";"";"";"";""
"03/11/2025";"0000";"18,3";"96,0";"927,7";"1,0";"20,0";"6,3";"";"26,8";"";""
"03/11/2025";"0300";"";"";"";"";"";"";"";"";"";""
"03/11/2025";"0600";"17,2";"96,0";"926,6";"1,0";"290,0";"7,5";"";"";"";""
"03/11/2025";"0900";"";"";"";"";"";"";"";"";"";""
"03/11/2025";"1200";"23,2";"72,0";"928,3";"5,1";"340,0";"8,8";"";"";"17,1";"4,0"
"03/11/2025";"1500";"";"";"";"";"";"";"";"";"";""
"03/11/2025";"1800";"26,5";"59,0";"927,1";"5,7";"300,0";"7,5";"";"";"";""
"03/11/2025";"2100";"";"";"";"";"";"";"";"";"";""
"04/11/2025";"0000";"20,1";"89,0";"928,8";"3,1";"180,0";"8,8";"";"30,1";"";""
"04/11/2025";"0300";"";"";"";"";"";"";"";"";"";""
"04/11/2025";"0600";"18,0";"94,0";"926,9";"1,5";"80,0";"2,5";"";"";"";""
"04/11/2025";"0900";"";"";"";"";"";"";"";"";"";""
"04/11/2025";"1200";"21,0";"81,0";"931,1";"0,0";"0,0";"10,0";"";"";"17,9";"0,2"
"04/11/2025";"1500";"";"";"";"";"";"";"";"";"";""
"04/11/2025";"1800";"28,7";"59,0";"927,0";"3,6";"170,0";"3,8";"";"";"";""
"04/11/2025";"2100";"";"";"";"";"";"";"";"";"";""
"05/11/2025";"0000";"20,0";"90,0";"930,3";"2,1";"80,0";"1,3";"";"30,2";"";""
"05/11/2025";"0300";"";"";"";"";"";"";"";"";"";""
"05/11/2025";"0600";"18,6";"96,0";"928,5";"3,1";"80,0";"2,5";"";"";"";""
"05/11/2025";"0900";"";"";"";"";"";"";"";"";"";""
"05/11/2025";"1200";"24,5";"76,0";"928,9";"2,6";"50,0";"7,5";"";"";"18,4";"2,0"
"05/11/2025";"1500";"";"";"";"";"";"";"";"";"";""
"05/11/2025";"1800";"29,3";"56,0";"927,2";"7,7";"280,0";"10,0";"";"";"";""
"05/11/2025";"2100";"";"";"";"";"";"";"";"";"";""
"06/11/2025";"0000";"23,1";"68,0";"928,9";"2,6";"300,0";"8,8";"";"19,7";"";""
"06/11/2025";"0300";"";"";"";"";"";"";"";"";"";""
"06/11/2025";"0600";"17,9";"79,0";"930,5";"2,6";"180,0";"10,0";"";"";"";""
"06/11/2025";"0900";"";"";"";"";"";"";"";"";"";""
"06/11/2025";"1200";"16,9";"79,0";"933,6";"3,6";"170,0";"10,0";"";"";"17,1";"0,0"
"06/11/2025";"1500";"";"";"";"";"";"";"";"";"";""
"06/11/2025";"1800";"19,0";"73,0";"931,0";"4,1";"180,0";"10,0";"";"";"";""
"06/11/2025";"2100";"";"";"";"";"";"";"";"";"";""
"07/11/2025";"0000";"16,0";"81,0";"931,4";"2,6";"120,0";"10,0";"";"27,4";"";""
"07/11/2025";"0300";"";"";"";"";"";"";"";"";"";""
"07/11/2025";"0600";"15,0";"86,0";"929,7";"2,1";"110,0";"6,3";"";"";"";""
"07/11/2025";"0900";"";"";"";"";"";"";"";"";"";""
"07/11/2025";"1200";"18,2";"76,0";"930,1";"5,7";"50,0";"10,0";"";"";"14,6";"0,0"
"07/11/2025";"1500";"";"";"";"";"";"";"";"";"";""
"07/11/2025";"1800";"27,4";"53,0";"923,0";"3,1";"90,0";"1,3";"";"";"";""
"07/11/2025";"2100";"";"";"";"";"";"";"";"";"";""
"08/11/2025";"0000";"20,0";"81,0";"923,1";"1,0";"170,0";"2,5";"";"25,1";"";""
"08/11/2025";"0300";"";"";"";"";"";"";"";"";"";""
"08/11/2025";"0600";"18,4";"84,0";"920,2";"3,1";"60,0";"8,8";"";"";"";""
"08/11/2025";"0900";"";"";"";"";"";"";"";"";"";""
"08/11/2025";"1200";"21,6";"84,0";"923,1";"5,1";"300,0";"7,5";"";"";"18,4";"14,0"
"08/11/2025";"1500";"";"";"";"";"";"";"";"";"";""
"08/11/2025";"1800";"25,0";"69,0";"921,5";"7,2";"290,0";"8,8";"";"";"";""
"08/11/2025";"2100";"";"";"";"";"";"";"";"";"";""
"09/11/2025";"0000";"17,7";"80,0";"929,0";"4,1";"210,0";"8,8";"";"18,9";"";""
"09/11/2025";"0300";"";"";"";"";"";"";"";"";"";""
"09/11/2025";"0600";"14,3";"93,0";"930,0";"3,6";"160,0";"8,8";"";"";"";""
"09/11/2025";"0900";"";"";"";"";"";"";"";"";"";""
"09/11/2025";"1200";"17,6";"71,0";"932,9";"3,1";"120,0";"8,8";"";"";"14,2";"1,0"
"09/11/2025";"1500";"";"";"";"";"";"";"";"";"";""
"09/11/2025";"1800";"17,5";"75,0";"932,8";"4,1";"160,0";"10,0";"";"";"";""
"09/11/2025";"2100";"";"";"";"";"";"";"";"";"";""
"10/11/2025";"0000";"14,7";"83,0";"934,7";"3,1";"140,0";"5,0";"";"23,0";"";""
"10/11/2025";"0300";"";"";"";"";"";"";"";"";"";""
"10/11/2025";"0600";"12,2";"92,0";"933,9";"1,5";"90,0";"7,5";"";"";"";""
"10/11/2025";"0900";"";"";"";"";"";"";"";"";"";""
"10/11/2025";"1200";"19,0";"59,0";"936,0";"4,6";"110,0";"5,0";"";"";"12,1";"0,0"
"10/11/2025";"1500";"";"";"";"";"";"";"";"";"";""
"10/11/2025";"1800";"20,9";"57,0";"933,6";"5,1";"150,0";"7,5";"";"";"";""
"10/11/2025";"2100";"";"";"";"";"";"";"";"";"";""
"11/11/2025";"0000";"14,4";"76,0";"935,4";"3,6";"130,0";"7,5";"";"27,7";"";""
"11/11/2025";"0300";"";"";"";"";"";"";"";"";"";""
"11/11/2025";"0600";"14,7";"84,0";"934,0";"4,6";"70,0";"8,8";"";"";"";""
"11/11/2025";"0900";"";"";"";"";"";"";"";"";"";""
"11/11/2025";"1200";"19,0";"66,0";"935,8";"4,6";"70,0";"2,5";"";"";"13,5";"0,0"
"11/11/2025";"1500";"";"";"";"";"";"";"";"";"";""
"11/11/2025";"1800";"27,7";"41,0";"931,5";"2,6";"120,0";"2,5";"";"";"";""
"11/11/2025";"2100";"";"";"";"";"";"";"";"";"";""
"12/11/2025";"0000";"16,4";"81,0";"934,5";"4,1";"110,0";"2,5";"";"31,2";"";""
"12/11/2025";"0300";"";"";"";"";"";"";"";"";"";""
"12/11/2025";"0600";"13,6";"92,0";"931,8";"4,6";"70,0";"0,0";"";"";"";""
"12/11/2025";"0900";"";"";"";"";"";"";"";"";"";""
"12/11/2025";"1200";"20,5";"68,0";"932,9";"5,1";"60,0";"5,0";"";"";"13,3";"0,0"
"12/11/2025";"1500";"";"";"";"";"";"";"";"";"";""
"12/11/2025";"1800";"30,4";"33,0";"929,6";"3,1";"230,0";"2,5";"";"";"";""
"12/11/2025";"2100";"";"";"";"";"";"";"";"";"";""
